change_id,change_name,entity_type,entity_id,original_substrate,new_substrate,substrate_overlap,change_type,change_duration_days,change_year,dens_proximity_km,pattern_preserved,pattern_fidelity,pattern_type,memory_source,memory_evidence,outcome,ghost_detected,ghost_strength,documenter,documentation_source,koss_reference,confidence,description,notes
SC-0211,Northern Quarry Transformation,collective,EN-461,wood,stable matter,6.5,catastrophic_loss,21,932,73.7,identity patterns,0.707,memorial,spatial_memory,scavenger_testimony,partial_persistence,False,,C. Vells,direct_observation,False,0.73,Substrate change case involving collective with catastrophic_loss process.,
SC-0212,Boundary Marker Seven Transformation,place,EN-930,clay,clay,10.6,regeneration,195,901,38.2,collective memory,0.972,composite,form_library,scavenger_testimony,perfect_persistence,False,,R. Voss,collective_testimony,True,0.59,Substrate change case involving place with regeneration process.,
SC-0213,Western Boundary Transition,place,EN-677,wood,wood,1.3,catastrophic_loss,29,920,103.0,collective memory,0.559,morphological,multiple_sources,no_evidence,partial_persistence,True,0.85,Boundary Commission,direct_observation,False,0.6,Substrate change case involving place with catastrophic_loss process.,
SC-0214,Deep Tunnels Transition,collective,,stable matter,wood,39.7,experimental,103,901,164.3,collective memory,0.598,relational,unknown,pattern_analysis,ghost_formation,True,0.39,M. Tall,experimental_record,True,0.67,Substrate change case involving collective with experimental process.,
SC-0215,Boundary Marker Seven Transformation,place,EN-220,stable matter,wood,18.2,gradual_replacement,729,885,36.3,collective memory,0.904,relational,multiple_sources,experimental_inference,perfect_persistence,False,,C. Vells,pattern_analysis,False,0.87,Substrate change case involving place with gradual_replacement process.,
SC-0216,Archive Basement Transition,pattern,,stable matter,iron,9.4,catastrophic_loss,25,916,96.9,relational dynamics,0.64,morphological,spatial_memory,experimental_inference,partial_persistence,False,,Boundary Commission,collective_testimony,False,0.84,Substrate change case involving pattern with catastrophic_loss process.,
SC-0217,The Changed Rock_Eel,creature,,iron,living tissue,21.3,gradual_replacement,691,900,158.1,hunting instincts,0.435,relational,substrate_imprint,direct_observation,ghost_formation,True,0.21,T. Vells,collective_testimony,False,0.79,Substrate change case involving creature with gradual_replacement process.,
SC-0218,Old Survey Camp Replacement,structure,EN-414,clay,stable matter,22.6,gradual_replacement,902,916,83.2,functional form,0.693,memorial,multiple_sources,scavenger_testimony,partial_persistence,False,,T. Vells,direct_observation,False,0.84,Substrate change case involving structure with gradual_replacement process.,
SC-0219,Eastern Ridge Transition,phenomenon,,stable matter,collective minds,40.0,collective_transition,360,931,123.2,collective memory,0.021,morphological,collective_memory,scavenger_testimony,pattern_loss,False,,C. Vells,collective_testimony,False,0.54,Substrate change case involving phenomenon with collective_transition process.,
SC-0220,Third Mill Rebuilding,structure,EN-606,stable matter,stable matter,18.4,gradual_replacement,828,908,104.7,functional form,0.906,morphological,collective_memory,no_evidence,perfect_persistence,False,,K. Strand,historical_reconstruction,False,0.59,Substrate change case involving structure with gradual_replacement process.,
SC-0221,Old Survey Camp Transition,collective,EN-700,living tissue,regenerated tissue,18.0,regeneration,90,892,131.3,identity patterns,0.599,identity,form_library,no_evidence,drift,False,,M. Tall,direct_observation,False,0.75,Substrate change case involving collective with regeneration process.,
SC-0222,Archive Basement Change,pattern,EN-516,clay,iron,0.0,transfer,109,912,121.7,relational dynamics,0.372,morphological,unknown,direct_observation,pattern_loss,False,,K. Strand,historical_reconstruction,False,0.65,Substrate change case involving pattern with transfer process.,
SC-0223,The Restored Maw_Beast,creature,,stable matter,dens-touched matter,0.0,transfer,183,910,154.2,behavioral patterns,0.273,morphological,substrate_imprint,direct_observation,pattern_conflict,False,,Quarry Guild Records,experimental_record,False,0.8,Substrate change case involving creature with transfer process.,
SC-0224,Archive Basement Transformation,place,,living tissue,clay,0.0,transfer,57,910,50.4,relational dynamics,0.769,memorial,substrate_imprint,experimental_inference,partial_persistence,False,,C. Vells,historical_reconstruction,True,0.58,Substrate change case involving place with transfer process.,
SC-0225,Mill Creek Transformation,pattern,,iron,iron,7.4,catastrophic_loss,7,889,174.7,identity patterns,0.081,morphological,form_library,direct_observation,pattern_loss,False,,R. Voss,pattern_analysis,False,0.5,Substrate change case involving pattern with catastrophic_loss process.,
SC-0226,Archive Basement Transformation,collective,,collective minds,dens-touched matter,44.9,experimental,304,897,176.3,relational dynamics,0.547,relational,collective_memory,pattern_analysis,ghost_formation,True,0.89,T. Vells,direct_observation,True,0.74,Substrate change case involving collective with experimental process.,
SC-0227,Boundary Marker Seven Change,phenomenon,EN-315,stable matter,stable matter,43.0,regeneration,244,904,155.4,identity patterns,0.779,identity,form_library,theoretical_deduction,partial_persistence,False,,Independent Observer,pattern_analysis,False,0.89,Substrate change case involving phenomenon with regeneration process.,
SC-0228,Mill Creek Transformation,place,EN-561,collective minds,collective minds,1.8,catastrophic_loss,14,891,85.4,collective memory,0.975,identity,collective_memory,pattern_analysis,perfect_persistence,False,,Archive Survey Team,direct_observation,False,0.82,Substrate change case involving place with catastrophic_loss process.,
SC-0229,Western Boundary Transition,place,,wood,dens-touched matter,8.1,catastrophic_loss,16,930,36.1,identity patterns,0.699,relational,substrate_imprint,theoretical_deduction,ghost_formation,True,0.79,K. Strand,pattern_analysis,False,0.52,Substrate change case involving place with catastrophic_loss process.,
SC-0230,The Restored Maw_Beast,creature,EN-521,stone,dens-touched matter,37.2,collective_transition,194,887,52.7,hunting instincts,0.956,memorial,multiple_sources,pattern_analysis,perfect_persistence,False,,Archive Survey Team,pattern_analysis,False,0.76,Substrate change case involving creature with collective_transition process.,
SC-0231,Northern Quarry Change,pattern,,collective minds,dens-touched matter,7.7,catastrophic_loss,3,890,89.9,relational dynamics,0.245,composite,substrate_imprint,scavenger_testimony,pattern_conflict,False,,C. Vells,pattern_analysis,False,0.68,Substrate change case involving pattern with catastrophic_loss process.,
SC-0232,The Restored Tunnel_Cat,creature,EN-974,clay,clay,18.2,gradual_replacement,555,881,79.7,behavioral patterns,0.799,behavioral,multiple_sources,experimental_inference,partial_persistence,False,,Boundary Commission,direct_observation,False,0.59,Substrate change case involving creature with gradual_replacement process.,
SC-0233,Mill Creek Transformation,phenomenon,,living tissue,living tissue,23.1,gradual_replacement,185,904,105.3,identity patterns,0.926,memorial,collective_memory,experimental_inference,perfect_persistence,False,,Boundary Commission,collective_testimony,False,0.78,Substrate change case involving phenomenon with gradual_replacement process.,
SC-0234,Third Mill Transformation,place,EN-555,collective minds,collective minds,43.0,regeneration,253,888,65.7,relational dynamics,0.997,composite,unknown,experimental_inference,perfect_persistence,False,,C. Vells,pattern_analysis,False,0.71,Substrate change case involving place with regeneration process.,
SC-0235,Boundary Marker Seven Transformation,pattern,EN-635,clay,collective minds,4.8,catastrophic_loss,3,932,46.2,relational dynamics,0.623,behavioral,substrate_imprint,theoretical_deduction,partial_persistence,False,,R. Voss,pattern_analysis,False,0.5,Substrate change case involving pattern with catastrophic_loss process.,
SC-0236,Third Mill Change,phenomenon,EN-832,clay,dens-touched matter,29.9,dens_dissolution,290,927,159.6,relational dynamics,0.575,composite,spatial_memory,scavenger_testimony,partial_persistence,False,,Archive Survey Team,historical_reconstruction,False,0.54,Substrate change case involving phenomenon with dens_dissolution process.,
SC-0237,Old Survey Camp Transformation,pattern,EN-566,clay,clay,19.5,gradual_replacement,375,919,106.9,relational dynamics,0.456,relational,substrate_imprint,no_evidence,ghost_formation,True,0.25,C. Vells,collective_testimony,True,0.58,Substrate change case involving pattern with gradual_replacement process.,
SC-0238,The Rebuilt Digger,creature,EN-450,stone,clay,8.1,gradual_replacement,844,906,143.3,physical form,0.093,memorial,spatial_memory,theoretical_deduction,pattern_conflict,False,,R. Voss,direct_observation,False,0.65,Substrate change case involving creature with gradual_replacement process.,
SC-0239,Eastern Ridge Transformation,place,EN-889,dens-touched matter,wood,5.8,gradual_replacement,936,908,168.5,relational dynamics,0.648,behavioral,multiple_sources,direct_observation,ghost_formation,True,0.29,Archive Survey Team,collective_testimony,False,0.83,Substrate change case involving place with gradual_replacement process.,
SC-0240,The Changed Leatherback,creature,EN-753,clay,clay,46.8,regeneration,31,899,32.6,hunting instincts,0.375,behavioral,substrate_imprint,direct_observation,pattern_conflict,False,,Archive Survey Team,direct_observation,False,0.61,Substrate change case involving creature with regeneration process.,
SC-0241,Northern Quarry Transformation,phenomenon,EN-480,stone,stone,19.8,regeneration,31,929,49.4,collective memory,0.978,morphological,collective_memory,experimental_inference,perfect_persistence,False,,R. Voss,direct_observation,False,0.81,Substrate change case involving phenomenon with regeneration process.,
SC-0242,Third Mill Reconstruction,structure,EN-760,collective minds,dens-touched matter,32.2,dens_dissolution,64,928,140.6,operational patterns,0.195,memorial,spatial_memory,no_evidence,pattern_conflict,False,,Archive Survey Team,direct_observation,False,0.81,Substrate change case involving structure with dens_dissolution process.,
SC-0243,Third Mill Replacement,structure,,dens-touched matter,clay,27.1,collective_transition,300,918,98.5,operational patterns,0.717,identity,collective_memory,direct_observation,partial_persistence,False,,K. Strand,experimental_record,False,0.7,Substrate change case involving structure with collective_transition process.,
SC-0244,Boundary Marker Seven Replacement,structure,EN-799,wood,living tissue,6.2,catastrophic_loss,20,911,73.5,operational patterns,0.628,identity,collective_memory,pattern_analysis,partial_persistence,True,0.88,Boundary Commission,historical_reconstruction,False,0.68,Substrate change case involving structure with catastrophic_loss process.,
SC-0245,Eastern Ridge Reconstruction,structure,,wood,wood,26.2,gradual_replacement,597,913,41.2,operational patterns,0.54,identity,multiple_sources,pattern_analysis,partial_persistence,False,,Boundary Commission,direct_observation,False,0.66,Substrate change case involving structure with gradual_replacement process.,
SC-0246,Western Boundary Transformation,collective,,dens-touched matter,stone,23.4,collective_transition,194,930,128.1,collective memory,0.974,composite,form_library,pattern_analysis,perfect_persistence,False,,Boundary Commission,pattern_analysis,False,0.52,Substrate change case involving collective with collective_transition process.,
SC-0247,The Regenerated Ridge_Runner,creature,EN-740,stone,stone,0.0,transfer,282,891,145.3,behavioral patterns,0.919,identity,multiple_sources,pattern_analysis,perfect_persistence,False,,Quarry Guild Records,direct_observation,False,0.84,Substrate change case involving creature with transfer process.,
SC-0248,Trapper's Rest Transition,collective,,wood,wood,39.6,regeneration,268,900,110.4,relational dynamics,0.763,identity,substrate_imprint,theoretical_deduction,partial_persistence,False,,Quarry Guild Records,collective_testimony,False,0.87,Substrate change case involving collective with regeneration process.,
SC-0249,Western Boundary Replacement,structure,EN-409,clay,collective minds,9.6,catastrophic_loss,13,880,90.1,operational patterns,0.791,memorial,collective_memory,experimental_inference,partial_persistence,False,,Independent Observer,direct_observation,False,0.85,Substrate change case involving structure with catastrophic_loss process.,
SC-0250,Boundary Marker Seven Transformation,pattern,EN-338,wood,stone,0.0,transfer,192,896,8.5,identity patterns,0.055,memorial,form_library,pattern_analysis,pattern_loss,False,,Quarry Guild Records,pattern_analysis,False,0.91,Substrate change case involving pattern with transfer process.,
SC-0251,Mill Creek Transition,pattern,EN-936,dens-touched matter,stone,17.9,gradual_replacement,848,907,60.8,collective memory,0.653,relational,form_library,experimental_inference,partial_persistence,False,,C. Vells,direct_observation,False,0.79,Substrate change case involving pattern with gradual_replacement process.,
SC-0252,Third Mill Change,pattern,,wood,wood,16.3,regeneration,88,916,139.9,identity patterns,0.769,identity,form_library,experimental_inference,partial_persistence,False,,Quarry Guild Records,historical_reconstruction,False,0.85,Substrate change case involving pattern with regeneration process.,
SC-0253,Old Survey Camp Transformation,place,EN-599,living tissue,stable matter,7.9,gradual_replacement,544,905,80.3,collective memory,0.913,composite,unknown,experimental_inference,perfect_persistence,False,,K. Strand,pattern_analysis,True,0.95,Substrate change case involving place with gradual_replacement process.,
SC-0254,Trapper's Rest Change,collective,EN-412,stone,stone,20.2,gradual_replacement,456,890,85.3,identity patterns,0.932,memorial,unknown,scavenger_testimony,perfect_persistence,False,,C. Vells,experimental_record,False,0.7,Substrate change case involving collective with gradual_replacement process.,
SC-0255,Eastern Ridge Transition,place,EN-123,living tissue,iron,28.5,gradual_replacement,989,901,185.4,relational dynamics,0.505,behavioral,multiple_sources,pattern_analysis,partial_persistence,False,,Archive Survey Team,experimental_record,True,0.75,Substrate change case involving place with gradual_replacement process.,
SC-0256,Deep Tunnels Rebuilding,structure,EN-770,living tissue,stable matter,5.8,catastrophic_loss,2,880,133.0,spatial relationships,0.351,morphological,spatial_memory,no_evidence,drift,True,0.75,Boundary Commission,historical_reconstruction,False,0.89,Substrate change case involving structure with catastrophic_loss process.,
SC-0257,The Changed Reed_Spinner,creature,,stable matter,stone,27.1,gradual_replacement,711,915,97.4,hunting instincts,0.035,composite,form_library,direct_observation,pattern_loss,False,,Archive Survey Team,pattern_analysis,False,0.64,Substrate change case involving creature with gradual_replacement process.,
SC-0258,Archive Basement Transformation,phenomenon,,collective minds,collective minds,17.8,regeneration,266,932,61.2,relational dynamics,0.981,morphological,unknown,theoretical_deduction,perfect_persistence,False,,Archive Survey Team,experimental_record,False,0.65,Substrate change case involving phenomenon with regeneration process.,
SC-0259,Trapper's Rest Transformation,phenomenon,EN-241,iron,stable matter,2.4,catastrophic_loss,10,917,31.4,collective memory,0.933,identity,multiple_sources,experimental_inference,perfect_persistence,False,,T. Vells,historical_reconstruction,False,0.81,Substrate change case involving phenomenon with catastrophic_loss process.,
SC-0260,Deep Tunnels Transformation,collective,,wood,dens-touched matter,15.9,dens_dissolution,70,906,111.9,identity patterns,0.627,relational,substrate_imprint,scavenger_testimony,partial_persistence,False,,Boundary Commission,experimental_record,False,0.85,Substrate change case involving collective with dens_dissolution process.,
SC-0261,The Restored Deep_Crawler,creature,,iron,iron,6.9,gradual_replacement,804,891,6.2,behavioral patterns,0.554,relational,spatial_memory,scavenger_testimony,partial_persistence,False,,T. Vells,experimental_record,False,0.59,Substrate change case involving creature with gradual_replacement process.,
SC-0262,The Restored Leatherback,creature,EN-731,iron,iron,37.1,regeneration,114,911,197.7,physical form,0.071,composite,substrate_imprint,scavenger_testimony,pattern_conflict,False,,Archive Survey Team,collective_testimony,False,0.68,Substrate change case involving creature with regeneration process.,
SC-0263,The Restored Leatherback,creature,EN-628,living tissue,stone,4.5,catastrophic_loss,2,928,165.6,physical form,0.556,composite,form_library,experimental_inference,ghost_formation,True,0.48,Boundary Commission,collective_testimony,False,0.68,Substrate change case involving creature with catastrophic_loss process.,
SC-0264,Deep Tunnels Replacement,structure,,clay,living tissue,34.5,collective_transition,247,924,180.8,functional form,0.681,identity,collective_memory,scavenger_testimony,partial_persistence,False,,Quarry Guild Records,historical_reconstruction,True,0.7,Substrate change case involving structure with collective_transition process.,
SC-0265,Western Boundary Change,place,,stone,stone,12.5,regeneration,93,920,138.7,collective memory,0.293,memorial,form_library,pattern_analysis,pattern_loss,False,,Quarry Guild Records,pattern_analysis,True,0.78,Substrate change case involving place with regeneration process.,
SC-0266,Deep Tunnels Change,place,EN-285,wood,wood,8.1,regeneration,36,887,29.8,relational dynamics,0.623,behavioral,collective_memory,direct_observation,partial_persistence,False,,C. Vells,historical_reconstruction,False,0.51,Substrate change case involving place with regeneration process.,
SC-0267,Third Mill Transformation,phenomenon,EN-660,dens-touched matter,iron,0.0,transfer,347,897,44.2,relational dynamics,0.681,identity,multiple_sources,pattern_analysis,partial_persistence,False,,Archive Survey Team,direct_observation,False,0.58,Substrate change case involving phenomenon with transfer process.,
SC-0268,The Rebuilt Deep_Crawler,creature,EN-906,clay,collective minds,9.2,catastrophic_loss,6,915,10.8,physical form,0.502,behavioral,spatial_memory,no_evidence,drift,False,,C. Vells,historical_reconstruction,False,0.92,Substrate change case involving creature with catastrophic_loss process.,
SC-0269,The Changed Cave_Bat,creature,EN-159,stable matter,stone,14.6,collective_transition,365,886,27.8,behavioral patterns,0.632,identity,multiple_sources,no_evidence,partial_persistence,False,,K. Strand,direct_observation,False,0.72,Substrate change case involving creature with collective_transition process.,
SC-0270,Northern Quarry Change,pattern,EN-927,collective minds,clay,5.3,catastrophic_loss,12,891,199.0,identity patterns,0.584,identity,collective_memory,no_evidence,ghost_formation,True,0.55,Boundary Commission,experimental_record,False,0.5,Substrate change case involving pattern with catastrophic_loss process.,
SC-0271,The Regenerated Deep_Crawler,creature,EN-169,stable matter,stable matter,20.7,regeneration,296,899,67.4,hunting instincts,0.464,memorial,unknown,pattern_analysis,ghost_formation,True,0.65,Independent Observer,direct_observation,False,0.55,Substrate change case involving creature with regeneration process.,
SC-0272,Old Survey Camp Reconstruction,structure,EN-742,wood,wood,9.7,regeneration,354,909,166.9,spatial relationships,0.575,identity,substrate_imprint,scavenger_testimony,drift,False,,Quarry Guild Records,direct_observation,False,0.88,Substrate change case involving structure with regeneration process.,
SC-0273,Boundary Marker Seven Rebuilding,structure,EN-647,living tissue,iron,5.8,catastrophic_loss,30,890,67.0,spatial relationships,0.32,identity,unknown,scavenger_testimony,drift,True,0.79,T. Vells,pattern_analysis,False,0.55,Substrate change case involving structure with catastrophic_loss process.,
SC-0274,Third Mill Replacement,structure,,stable matter,stone,24.9,collective_transition,241,929,48.3,spatial relationships,0.586,behavioral,form_library,scavenger_testimony,partial_persistence,False,,K. Strand,direct_observation,True,0.86,Substrate change case involving structure with collective_transition process.,
SC-0275,Mill Creek Transformation,collective,,clay,collective minds,4.3,gradual_replacement,941,913,174.5,collective memory,0.771,morphological,form_library,theoretical_deduction,partial_persistence,True,0.71,S. Moll,pattern_analysis,False,0.89,Substrate change case involving collective with gradual_replacement process.,
SC-0276,Boundary Marker Seven Rebuilding,structure,EN-426,clay,clay,1.1,regeneration,337,929,151.9,operational patterns,0.932,relational,multiple_sources,direct_observation,perfect_persistence,False,,Boundary Commission,experimental_record,False,0.57,Substrate change case involving structure with regeneration process.,
SC-0277,The Rebuilt Reed_Spinner,creature,EN-151,collective minds,collective minds,8.1,gradual_replacement,923,888,188.7,behavioral patterns,0.472,morphological,spatial_memory,no_evidence,drift,True,0.42,S. Moll,direct_observation,False,0.67,Substrate change case involving creature with gradual_replacement process.,
SC-0278,The Changed Deep_Crawler,creature,,collective minds,collective minds,15.6,regeneration,353,916,163.7,hunting instincts,0.908,behavioral,form_library,no_evidence,perfect_persistence,False,,R. Voss,direct_observation,False,0.71,Substrate change case involving creature with regeneration process.,
SC-0279,Mill Creek Transition,pattern,,iron,wood,8.6,catastrophic_loss,30,900,123.8,relational dynamics,0.518,relational,spatial_memory,direct_observation,ghost_formation,True,0.69,M. Tall,collective_testimony,False,0.55,Substrate change case involving pattern with catastrophic_loss process.,
SC-0280,Archive Basement Transformation,phenomenon,EN-572,wood,wood,25.4,regeneration,64,905,81.7,relational dynamics,0.956,identity,spatial_memory,experimental_inference,perfect_persistence,False,,C. Vells,experimental_record,True,0.75,Substrate change case involving phenomenon with regeneration process.,
SC-0281,Old Survey Camp Change,phenomenon,,stable matter,stable matter,28.4,regeneration,365,911,69.1,identity patterns,0.569,morphological,unknown,pattern_analysis,partial_persistence,False,,R. Voss,historical_reconstruction,False,0.75,Substrate change case involving phenomenon with regeneration process.,
SC-0282,Eastern Ridge Transformation,phenomenon,EN-873,stone,stable matter,9.8,gradual_replacement,162,920,129.4,identity patterns,0.087,morphological,collective_memory,no_evidence,pattern_conflict,False,,T. Vells,collective_testimony,True,0.74,Substrate change case involving phenomenon with gradual_replacement process.,
SC-0283,Western Boundary Transformation,phenomenon,EN-726,collective minds,clay,5.7,catastrophic_loss,10,912,182.7,relational dynamics,0.787,relational,collective_memory,theoretical_deduction,partial_persistence,False,,S. Moll,historical_reconstruction,False,0.91,Substrate change case involving phenomenon with catastrophic_loss process.,
SC-0284,The Restored Cave_Bat,creature,EN-778,clay,living tissue,7.1,gradual_replacement,503,891,140.7,hunting instincts,0.627,relational,collective_memory,experimental_inference,partial_persistence,False,,K. Strand,collective_testimony,False,0.88,Substrate change case involving creature with gradual_replacement process.,
SC-0285,Deep Tunnels Reconstruction,structure,,living tissue,stone,0.0,transfer,83,888,130.0,functional form,0.988,morphological,collective_memory,no_evidence,perfect_persistence,False,,Quarry Guild Records,collective_testimony,False,0.9,Substrate change case involving structure with transfer process.,
SC-0286,Deep Tunnels Change,pattern,,stable matter,dens-touched matter,3.8,catastrophic_loss,14,897,45.9,collective memory,0.503,relational,unknown,pattern_analysis,partial_persistence,False,,Independent Observer,direct_observation,False,0.94,Substrate change case involving pattern with catastrophic_loss process.,
SC-0287,Old Survey Camp Change,collective,EN-745,stone,stone,7.1,regeneration,153,927,146.5,relational dynamics,0.707,composite,multiple_sources,direct_observation,partial_persistence,False,,K. Strand,pattern_analysis,False,0.64,Substrate change case involving collective with regeneration process.,
SC-0288,The Rebuilt Maw_Beast,creature,EN-811,dens-touched matter,dens-touched matter,25.6,dens_dissolution,179,918,94.4,behavioral patterns,0.641,composite,substrate_imprint,no_evidence,partial_persistence,False,,C. Vells,historical_reconstruction,False,0.53,Substrate change case involving creature with dens_dissolution process.,
SC-0289,Northern Quarry Transformation,phenomenon,EN-859,living tissue,clay,4.8,catastrophic_loss,3,887,26.2,relational dynamics,0.601,identity,collective_memory,pattern_analysis,partial_persistence,False,,T. Vells,collective_testimony,False,0.67,Substrate change case involving phenomenon with catastrophic_loss process.,
SC-0290,Mill Creek Transition,place,EN-776,living tissue,collective minds,29.5,gradual_replacement,709,908,193.5,identity patterns,0.551,composite,multiple_sources,experimental_inference,drift,False,,Archive Survey Team,pattern_analysis,False,0.83,Substrate change case involving place with gradual_replacement process.,
SC-0291,Eastern Ridge Reconstruction,structure,EN-643,wood,dens-touched matter,12.0,gradual_replacement,864,907,61.0,functional form,0.593,morphological,substrate_imprint,scavenger_testimony,partial_persistence,False,,Quarry Guild Records,historical_reconstruction,False,0.93,Substrate change case involving structure with gradual_replacement process.,
SC-0292,Boundary Marker Seven Transformation,pattern,,collective minds,stable matter,30.5,experimental,149,896,130.8,relational dynamics,0.927,composite,unknown,scavenger_testimony,perfect_persistence,False,,R. Voss,experimental_record,True,0.83,Substrate change case involving pattern with experimental process.,
SC-0293,Deep Tunnels Change,collective,EN-297,living tissue,living tissue,41.6,collective_transition,60,882,3.4,collective memory,0.542,morphological,unknown,direct_observation,partial_persistence,False,,S. Moll,pattern_analysis,False,0.8,Substrate change case involving collective with collective_transition process.,
SC-0294,Eastern Ridge Transition,place,EN-578,wood,stable matter,32.8,experimental,299,922,180.1,identity patterns,0.569,morphological,multiple_sources,scavenger_testimony,drift,False,,Boundary Commission,collective_testimony,True,0.81,Substrate change case involving place with experimental process.,
SC-0295,Deep Tunnels Transition,pattern,,clay,living tissue,19.1,collective_transition,40,919,67.2,relational dynamics,0.882,relational,collective_memory,no_evidence,partial_persistence,True,0.51,R. Voss,direct_observation,False,0.56,Substrate change case involving pattern with collective_transition process.,
SC-0296,Mill Creek Transformation,phenomenon,EN-138,clay,stone,1.0,gradual_replacement,845,922,15.0,relational dynamics,0.533,relational,substrate_imprint,experimental_inference,drift,True,0.55,Independent Observer,collective_testimony,False,0.76,Substrate change case involving phenomenon with gradual_replacement process.,
SC-0297,Mill Creek Change,collective,EN-410,stable matter,stone,27.0,collective_transition,362,905,1.7,relational dynamics,0.436,morphological,multiple_sources,no_evidence,ghost_formation,True,0.57,M. Tall,historical_reconstruction,False,0.74,Substrate change case involving collective with collective_transition process.,
SC-0298,Northern Quarry Rebuilding,structure,,iron,wood,16.6,gradual_replacement,776,911,193.5,operational patterns,0.62,morphological,multiple_sources,scavenger_testimony,partial_persistence,False,,Archive Survey Team,experimental_record,True,0.52,Substrate change case involving structure with gradual_replacement process.,
SC-0299,The Changed Leatherback,creature,EN-926,stone,clay,25.0,collective_transition,240,921,193.0,physical form,0.311,composite,unknown,scavenger_testimony,drift,True,0.75,K. Strand,experimental_record,True,0.83,Substrate change case involving creature with collective_transition process.,
SC-0300,Deep Tunnels Change,place,EN-151,living tissue,dens-touched matter,23.6,dens_dissolution,33,899,183.7,identity patterns,0.97,morphological,spatial_memory,pattern_analysis,perfect_persistence,False,,T. Vells,pattern_analysis,True,0.53,Substrate change case involving place with dens_dissolution process.,
