attempt_id,attempt_name,pathology_case_id,pathology_type,pathology_severity,recovery_approach,primary_method,secondary_methods,method_novelty,resources_required,resource_intensity,duration_days,phases,setbacks,complications,progress_pattern,outcome,function_restored_percent,residual_symptoms,recurrence_risk,success_factors,failure_factors,theoretical_framework,framework_adequate,replicability,applicability,protocol_developed,location,region,start_year,end_year,lead_practitioner,team_size,confidence,cross_reference,notes
RA-0157,Garrett Rehabilitation,NP-0128,navigation_pathology,severe,transformation,navigation_recalibration,resonance_retuning,established,time,extreme,311,5,10,relapse,gradual_throughout,death_dissolution,0.0,True,very_high,,irreversible_damage,voss_navigation,True,case_specific,specific_conditions_only,False,Western approach,Dens boundary,911,912,Indigenous Consultant,42,0.73,NP-0128,
RA-0158,Federation Recovery 53,HS-0045,horizon_shrinkage,moderate,isolation,horizon_expansion,"surgery, relocation, trust_rebuilding",novel,specialized_equipment,minimal,1288,5,10,secondary_pathology,rapid_then_slow,partial_recovery,50.5,True,moderate,patient_cooperation,,strand_horizons,False,case_specific,limited_applicability,False,Sector NE-4,Dens boundary,900,904,M. Strand,4,0.88,HS-0045,
RA-0159,Integration Attempt 26,FC-0088,federation_cancer,mild,restoration,surgery,"medication, navigation_recalibration, observation_cessation",novel,collective_effort,moderate,108,3,6,secondary_pathology,oscillating,partial_recovery,53.9,False,high,adequate_resources,,mord_federation,True,case_specific,limited_applicability,False,Siege fields,Tower of Mirado,935,936,Archive Recovery Team,5,0.97,FC-0088,
RA-0160,Ghost Clearance Case 604,HS-0119,horizon_shrinkage,severe,integration,medication,"boundary_reinforcement, substrate_repair",modified,time,high,465,5,3,side_effects,oscillating,stabilization,38.9,True,moderate,,,strand_horizons,True,case_specific,specific_conditions_only,False,Tower base,Tower of Mirado,902,904,Field Healer,19,0.83,HS-0119,
RA-0161,Annex 557 Reconstruction,BD-0160,boundary_dissolution,catastrophic,transformation,boundary_reinforcement,,modified,time,high,497,4,1,side_effects,linear_improvement,full_recovery,97.7,False,low,adequate_resources,,tross_boundaries,True,case_specific,specific_conditions_only,False,Sector SW-6,Dens boundary,909,911,Archive Recovery Team,14,0.97,BD-0160,
RA-0162,Boundary Restoration Project 630,HS-0086,horizon_shrinkage,severe,adaptation,horizon_expansion,,modified,specialized_equipment,moderate,324,5,15,secondary_pathology,no_progress,no_improvement,5.9,True,unknown,,insufficient_resources,strand_horizons,False,case_specific,limited_applicability,False,Suburban zone,Densmok,910,911,Vorn Recovery Group,9,0.72,HS-0086,
RA-0163,Horizon Expansion Program 16,BD-0095,boundary_dissolution,moderate,adaptation,boundary_reinforcement,external_structure,novel,specialized_equipment,moderate,1808,1,4,secondary_pathology,oscillating,partial_recovery,66.1,True,high,early_intervention,,tross_boundaries,False,moderately_replicable,specific_conditions_only,False,Dens deep,Dens,899,904,S. Moll,10,0.62,BD-0095,
RA-0164,Ghost Clearance Case 689,,multiple,severe,restoration,boundary_reinforcement,"external_structure, surgery, social_reconnection",established,social_support,extreme,1578,3,2,none,gradual_throughout,partial_recovery,53.6,True,moderate,adequate_resources,,integrated,False,case_specific,specific_conditions_only,False,Southern perimeter,Dens boundary,915,920,Field Healer,13,0.76,,
RA-0165,Isolation Protocol 136,NP-0090,navigation_pathology,moderate,restoration,resonance_retuning,"relocation, observation_cessation",established,skilled_healer,moderate,367,5,0,side_effects,linear_improvement,substantial_recovery,94.0,True,low,patient_cooperation,,voss_navigation,True,highly_replicable,limited_applicability,False,Isolation community,Northo,936,938,Moll Research Team,3,0.97,NP-0090,
RA-0166,Navigation Recalibration 635,GC-0008,ghost_contamination,catastrophic,adaptation,boundary_strengthening,medication,modified,specialized_equipment,high,1191,2,5,relapse,gradual_throughout,partial_recovery,63.5,True,high,early_intervention,,moll_ghosts,True,moderately_replicable,specific_conditions_only,False,Southern perimeter,Dens boundary,891,895,Indigenous Consultant,14,0.58,GC-0008,
RA-0167,Garrett Rehabilitation,FC-0124,federation_cancer,moderate,restoration,trust_rebuilding,resonance_retuning,experimental,skilled_healer,minimal,1007,2,3,,gradual_throughout,partial_recovery,54.3,True,high,adequate_resources,,mord_federation,True,case_specific,specific_conditions_only,False,Capital outskirts,Capital,937,940,S. Moll,2,0.81,FC-0124,
RA-0168,Garrett Rehabilitation,HS-0152,horizon_shrinkage,severe,isolation,social_reconnection,,established,time,moderate,156,4,2,relapse,rapid_then_slow,stabilization,23.9,False,high,,,strand_horizons,True,case_specific,specific_conditions_only,False,Sector NE-4,Dens boundary,894,895,Vorn Recovery Group,2,0.73,HS-0152,
RA-0169,Horizon Expansion Program 818,FC-0075,federation_cancer,mild,reconstruction,surgery,"navigation_recalibration, horizon_expansion, trust_rebuilding",modified,specialized_equipment,minimal,275,4,1,side_effects,gradual_throughout,partial_recovery,62.0,False,moderate,early_intervention,,mord_federation,True,moderately_replicable,specific_conditions_only,False,Camp settlements,Yeller Quarry,919,920,Strand Rehabilitation Center,5,0.53,FC-0075,
RA-0170,Horizon Expansion Program 587,GC-0106,ghost_contamination,moderate,isolation,ghost_clearance,,modified,collective_effort,minimal,653,2,7,secondary_pathology,rapid_then_slow,partial_recovery,67.4,True,high,patient_cooperation,,moll_ghosts,False,moderately_replicable,specific_conditions_only,False,Isolation community,Northo,914,916,Indigenous Consultant,4,0.72,GC-0106,
RA-0171,Boundary Restoration Project 872,HS-0102,horizon_shrinkage,moderate,isolation,social_reconnection,"trust_rebuilding, substrate_repair, medication",novel,social_support,minimal,1588,5,5,resource_exhaustion,rapid_then_slow,partial_recovery,50.5,True,high,early_intervention,,strand_horizons,False,moderately_replicable,similar_horizon_shrinkage,False,Isolation community,Northo,929,934,Field Healer,1,0.86,HS-0102,
RA-0172,Substrate Repair 175,HS-0102,horizon_shrinkage,mild,restoration,horizon_expansion,"boundary_reinforcement, external_structure, ghost_clearance",modified,specialized_equipment,moderate,618,4,2,none,stepwise,full_recovery,98.9,False,moderate,patient_cooperation,,strand_horizons,True,moderately_replicable,specific_conditions_only,False,Western districts,Capital,919,921,Field Healer,10,0.93,HS-0102,
RA-0173,Integration Attempt 829,BD-0036,boundary_dissolution,severe,integration,pattern_editing,"resonance_retuning, substrate_repair",established,specialized_equipment,extreme,337,2,18,secondary_pathology,no_progress,no_improvement,12.9,True,unknown,,late_intervention,tross_boundaries,True,moderately_replicable,similar_boundary_dissolution,False,Eastern fluctuation zone,Dens boundary,934,935,Archive Recovery Team,41,0.53,BD-0036,
RA-0174,Isolation Protocol 292,,ingression_failure,severe,integration,relocation,,experimental,quiet_location,extreme,905,3,3,relapse,linear_improvement,substantial_recovery,76.3,True,moderate,adequate_resources,,vells_ingression,True,case_specific,specific_conditions_only,False,Quarry Sector 7,Yeller Quarry,894,897,Archive Recovery Team,48,0.72,,
RA-0175,Navigation Recalibration 133,HS-0022,horizon_shrinkage,mild,restoration,relocation,"boundary_reinforcement, pattern_editing",modified,skilled_healer,moderate,905,1,1,none,stepwise,full_recovery,96.0,False,low,early_intervention,,strand_horizons,True,case_specific,broadly_applicable,True,Southern perimeter,Dens boundary,900,903,Strand Rehabilitation Center,9,0.94,HS-0022,
RA-0176,Boundary Restoration Project 792,HS-0008,horizon_shrinkage,catastrophic,adaptation,horizon_expansion,resonance_retuning,established,time,high,688,5,1,side_effects,plateau_then_breakthrough,substantial_recovery,70.5,True,moderate,skilled_healer,,strand_horizons,True,highly_replicable,specific_conditions_only,False,Eastern fluctuation zone,Dens boundary,898,900,Archive Recovery Team,19,0.76,HS-0008,
RA-0177,Boundary Restoration Project 48,BD-0097,boundary_dissolution,moderate,integration,isolation,"pattern_editing, surgery, relocation",modified,collective_effort,minimal,254,2,3,,stepwise,full_recovery,98.8,False,moderate,early_intervention,,tross_boundaries,True,moderately_replicable,specific_conditions_only,True,Mill vicinity,Yeller Quarry,906,907,Field Healer,5,0.94,BD-0097,
RA-0178,Garrett Rehabilitation,NP-0015,navigation_pathology,moderate,integration,external_structure,"ghost_clearance, surgery, social_reconnection",modified,collective_effort,moderate,1363,2,1,relapse,oscillating,partial_recovery,66.3,False,high,patient_cooperation,,voss_navigation,True,moderately_replicable,similar_navigation_pathology,False,Healing Institute,Capital,930,934,Strand Rehabilitation Center,2,0.58,NP-0015,
RA-0179,Isolation Protocol 614,HS-0149,horizon_shrinkage,moderate,integration,horizon_expansion,"ghost_clearance, relocation",modified,skilled_healer,moderate,699,3,3,none,linear_improvement,full_recovery,97.4,False,low,adequate_resources,,strand_horizons,False,case_specific,broadly_applicable,False,Quarry Sector 7,Yeller Quarry,935,937,Strand Rehabilitation Center,9,0.64,HS-0149,
RA-0180,Boundary Restoration Project 599,BD-0058,boundary_dissolution,moderate,reconstruction,boundary_reinforcement,,modified,collective_effort,minimal,1326,3,2,none,oscillating,partial_recovery,56.1,True,moderate,matched_method,,tross_boundaries,False,case_specific,limited_applicability,False,Northern approach,Tower of Mirado,919,923,Strand Rehabilitation Center,5,0.88,BD-0058,
RA-0181,Substrate Repair 975,NP-0012,navigation_pathology,moderate,reconstruction,navigation_recalibration,"boundary_reinforcement, observation_cessation",modified,social_support,minimal,25,2,7,side_effects,no_progress,no_improvement,6.9,True,unknown,,insufficient_resources,voss_navigation,True,case_specific,limited_applicability,False,Klutch CC,Densmok,914,915,Indigenous Consultant,2,0.92,NP-0012,
RA-0182,Horizon Expansion Program 874,NP-0104,navigation_pathology,severe,transformation,external_structure,"horizon_expansion, relocation",modified,time,high,143,1,1,none,stepwise,substantial_recovery,86.1,False,low,patient_cooperation,,voss_navigation,True,moderately_replicable,specific_conditions_only,False,Northern workings,Yeller Quarry,895,896,Moll Research Team,11,0.65,NP-0104,
RA-0183,Garrett Rehabilitation,HS-0150,horizon_shrinkage,severe,integration,social_reconnection,"external_structure, pattern_editing",established,social_support,moderate,30,4,1,none,rapid_then_slow,partial_recovery,50.0,True,high,matched_method,,strand_horizons,True,moderately_replicable,similar_horizon_shrinkage,False,Veteran settlement,Tower of Mirado,894,895,S. Moll,9,0.94,HS-0150,
RA-0184,Navigation Recalibration 193,GC-0018,ghost_contamination,severe,adaptation,boundary_strengthening,boundary_reinforcement,experimental,specialized_equipment,moderate,1380,3,1,none,gradual_throughout,partial_recovery,54.9,True,moderate,adequate_resources,,moll_ghosts,False,case_specific,limited_applicability,False,Healing Institute,Capital,937,940,Healing Institute Team,3,0.59,GC-0018,
RA-0185,Federation Recovery 776,GC-0145,ghost_contamination,severe,integration,pattern_editing,ghost_clearance,modified,quiet_location,moderate,250,4,2,relapse,plateau_then_breakthrough,substantial_recovery,91.4,True,low,patient_cooperation,,moll_ghosts,True,case_specific,specific_conditions_only,True,Klutch CC,Densmok,894,895,Strand Rehabilitation Center,2,0.99,GC-0145,
RA-0186,Navigation Recalibration 554,BD-0058,boundary_dissolution,severe,reconstruction,pattern_editing,"observation_cessation, ghost_clearance, substrate_repair",modified,quiet_location,extreme,254,1,11,relapse,no_progress,no_improvement,0.1,False,high,,wrong_method,tross_boundaries,False,moderately_replicable,similar_boundary_dissolution,False,Western approach,Dens boundary,929,930,Indigenous Consultant,12,0.94,BD-0058,
RA-0187,Annex 703 Reconstruction,GC-0171,ghost_contamination,catastrophic,reconstruction,integration_assistance,,established,social_support,high,1660,5,8,secondary_pathology,rapid_then_slow,death_dissolution,0.0,True,very_high,,ongoing_exposure,moll_ghosts,True,case_specific,limited_applicability,False,Ascetic village,Northo,931,936,Moll Research Team,11,0.69,GC-0171,
RA-0188,Substrate Repair 41,FC-0019,federation_cancer,severe,restoration,trust_rebuilding,"surgery, resonance_retuning, substrate_repair",established,quiet_location,high,482,4,5,resource_exhaustion,gradual_throughout,stabilization,43.0,True,moderate,,,mord_federation,False,moderately_replicable,similar_federation_cancer,False,Klutch CC,Densmok,930,932,Archive Recovery Team,19,0.77,FC-0019,
RA-0189,Ghost Clearance Case 528,BD-0084,boundary_dissolution,severe,adaptation,isolation,navigation_recalibration,novel,collective_effort,extreme,708,3,0,,stepwise,full_recovery,96.2,False,moderate,patient_cooperation,,tross_boundaries,True,moderately_replicable,similar_boundary_dissolution,True,Trapper territory,Yeller Quarry,909,911,S. Moll,25,0.58,BD-0084,
RA-0190,Boundary Restoration Project 783,BD-0151,boundary_dissolution,severe,restoration,boundary_reinforcement,,established,quiet_location,high,1632,4,6,secondary_pathology,gradual_throughout,partial_recovery,68.9,True,moderate,adequate_resources,,tross_boundaries,False,case_specific,specific_conditions_only,False,Healing Institute,Capital,920,925,Healing Institute Team,7,0.71,BD-0151,
RA-0191,Substrate Repair 63,NP-0107,navigation_pathology,severe,restoration,resonance_retuning,medication,modified,specialized_equipment,high,337,2,11,side_effects,oscillating,worsening,0.0,False,high,,wrong_method,voss_navigation,True,moderately_replicable,specific_conditions_only,False,Healing Institute,Capital,903,904,M. Strand,15,0.94,NP-0107,
RA-0192,Horizon Expansion Program 515,FC-0090,federation_cancer,moderate,adaptation,relocation,"external_structure, trust_rebuilding, ghost_clearance",modified,skilled_healer,minimal,678,1,1,,stepwise,substantial_recovery,87.2,True,moderate,adequate_resources,,mord_federation,True,case_specific,similar_federation_cancer,False,Quarry Sector 7,Yeller Quarry,934,936,Indigenous Consultant,2,0.85,FC-0090,
RA-0193,Horizon Expansion Program 797,NP-0157,navigation_pathology,catastrophic,integration,resonance_retuning,"navigation_recalibration, trust_rebuilding",modified,social_support,extreme,644,1,1,none,linear_improvement,substantial_recovery,74.5,False,low,early_intervention,,voss_navigation,True,moderately_replicable,similar_navigation_pathology,False,Southern perimeter,Dens boundary,930,932,Archive Recovery Team,21,0.53,NP-0157,
RA-0194,Federation Recovery 845,HS-0036,horizon_shrinkage,moderate,adaptation,medication,boundary_reinforcement,experimental,quiet_location,minimal,294,1,2,side_effects,stepwise,substantial_recovery,76.6,True,moderate,patient_cooperation,,strand_horizons,False,case_specific,specific_conditions_only,False,Sector SW-6,Dens boundary,937,938,Field Healer,2,0.92,HS-0036,
RA-0195,Integration Attempt 690,HS-0153,horizon_shrinkage,moderate,adaptation,relocation,"horizon_expansion, social_reconnection",established,social_support,minimal,503,4,7,side_effects,rapid_then_slow,partial_recovery,68.5,False,high,adequate_resources,,strand_horizons,False,moderately_replicable,specific_conditions_only,False,Klutch CC,Densmok,924,926,Specialist Team,2,0.68,HS-0153,
RA-0196,Boundary Restoration Project 674,BD-0077,boundary_dissolution,moderate,reconstruction,pattern_editing,medication,novel,specialized_equipment,minimal,513,1,5,side_effects,gradual_throughout,partial_recovery,59.5,False,moderate,matched_method,,tross_boundaries,False,case_specific,similar_boundary_dissolution,False,Northern approach,Tower of Mirado,895,897,Vorn Recovery Group,1,0.6,BD-0077,
RA-0197,Horizon Expansion Program 617,,ingression_failure,severe,isolation,relocation,"surgery, trust_rebuilding",novel,quiet_location,high,314,2,16,side_effects,rapid_then_slow,worsening,0.0,True,unknown,,ongoing_exposure,vells_ingression,False,case_specific,similar_ingression_failure,False,Dens interior,Dens,895,896,Archive Recovery Team,19,0.95,,
RA-0198,Navigation Recalibration 419,HS-0123,horizon_shrinkage,severe,transformation,relocation,social_reconnection,modified,skilled_healer,moderate,1729,2,8,resource_exhaustion,gradual_throughout,partial_recovery,42.4,True,high,patient_cooperation,,strand_horizons,True,case_specific,similar_horizon_shrinkage,False,Dissolution zone,Dens,918,923,Vorn Recovery Group,5,0.83,HS-0123,
RA-0199,Horizon Expansion Program 157,FC-0177,federation_cancer,moderate,transformation,external_structure,"relocation, surgery",novel,specialized_equipment,moderate,274,5,5,secondary_pathology,rapid_then_slow,stabilization,44.6,True,high,,,mord_federation,True,moderately_replicable,specific_conditions_only,False,Archive vicinity,Capital,922,923,K. Vorn,10,0.82,FC-0177,
RA-0200,Garrett Rehabilitation,NP-0005,navigation_pathology,severe,restoration,resonance_retuning,,novel,time,moderate,208,2,8,secondary_pathology,oscillating,partial_recovery,42.4,True,moderate,skilled_healer,,voss_navigation,False,moderately_replicable,specific_conditions_only,False,Northern approach,Tower of Mirado,927,928,K. Vorn,5,0.79,NP-0005,
RA-0201,Integration Attempt 739,FC-0145,federation_cancer,moderate,reconstruction,surgery,,established,quiet_location,minimal,38,2,1,side_effects,plateau_then_breakthrough,substantial_recovery,75.1,True,moderate,patient_cooperation,,mord_federation,True,highly_replicable,specific_conditions_only,True,Dissolution zone,Dens,917,918,Field Healer,4,0.89,FC-0145,
RA-0202,Substrate Repair 461,,multiple,moderate,isolation,social_reconnection,,experimental,time,high,217,2,1,,stepwise,full_recovery,99.8,False,moderate,early_intervention,,integrated,True,case_specific,similar_multiple,False,Ascetic village,Northo,898,899,Indigenous Consultant,13,0.53,,
RA-0203,Annex 897 Reconstruction,FC-0193,federation_cancer,severe,restoration,surgery,,modified,time,moderate,183,5,3,none,no_progress,no_improvement,8.6,False,very_high,,ongoing_exposure,mord_federation,True,case_specific,specific_conditions_only,False,Eastern fluctuation zone,Dens boundary,908,909,S. Moll,2,0.9,FC-0193,
RA-0204,Substrate Repair 343,HS-0115,horizon_shrinkage,moderate,adaptation,relocation,"navigation_recalibration, surgery, boundary_reinforcement",modified,quiet_location,minimal,1227,2,3,relapse,gradual_throughout,partial_recovery,56.9,True,high,matched_method,,strand_horizons,False,case_specific,limited_applicability,False,Trapper territory,Yeller Quarry,897,901,S. Moll,4,0.61,HS-0115,
RA-0205,Boundary Restoration Project 551,FC-0003,federation_cancer,severe,restoration,relocation,,modified,collective_effort,moderate,143,3,20,resource_exhaustion,no_progress,no_improvement,8.7,False,unknown,,insufficient_resources,mord_federation,True,case_specific,similar_federation_cancer,False,Archive vicinity,Capital,903,904,Archive Recovery Team,7,0.79,FC-0003,
RA-0206,Federation Recovery 131,NP-0085,navigation_pathology,moderate,restoration,resonance_retuning,external_structure,experimental,specialized_equipment,high,162,4,10,resource_exhaustion,no_progress,no_improvement,5.0,True,high,,insufficient_resources,voss_navigation,False,case_specific,specific_conditions_only,False,Western districts,Capital,894,895,Moll Research Team,15,0.75,NP-0085,
RA-0207,Annex 323 Reconstruction,HS-0140,horizon_shrinkage,severe,isolation,horizon_expansion,"trust_rebuilding, medication, navigation_recalibration",established,time,moderate,783,5,5,secondary_pathology,oscillating,partial_recovery,46.8,False,high,patient_cooperation,,strand_horizons,True,moderately_replicable,specific_conditions_only,False,Klutch CC,Densmok,937,940,Field Healer,2,0.86,HS-0140,
RA-0208,Federation Recovery 940,HS-0029,horizon_shrinkage,mild,transformation,horizon_expansion,,modified,time,minimal,171,3,1,relapse,plateau_then_breakthrough,substantial_recovery,94.3,True,moderate,patient_cooperation,,strand_horizons,True,moderately_replicable,specific_conditions_only,True,Coder quarter,Densmok,898,899,Specialist Team,3,0.86,HS-0029,
RA-0209,Isolation Protocol 217,HS-0189,horizon_shrinkage,moderate,adaptation,relocation,"boundary_reinforcement, observation_cessation",novel,social_support,minimal,63,2,7,resource_exhaustion,no_progress,no_improvement,0.0,True,very_high,,irreversible_damage,strand_horizons,False,case_specific,similar_horizon_shrinkage,False,Capital proper,Capital,910,911,Strand Rehabilitation Center,5,0.71,HS-0189,
RA-0210,Isolation Protocol 227,BD-0039,boundary_dissolution,catastrophic,isolation,relocation,boundary_reinforcement,established,social_support,high,317,5,12,resource_exhaustion,no_progress,no_improvement,1.6,True,very_high,,late_intervention,tross_boundaries,True,case_specific,specific_conditions_only,False,Sector SW-6,Dens boundary,904,905,Vorn Recovery Group,18,0.9,BD-0039,
RA-0211,Garrett Rehabilitation,BD-0069,boundary_dissolution,catastrophic,restoration,relocation,"navigation_recalibration, substrate_repair",modified,specialized_equipment,extreme,724,4,0,side_effects,plateau_then_breakthrough,substantial_recovery,86.1,True,low,adequate_resources,,tross_boundaries,False,case_specific,specific_conditions_only,False,Scholar's Quarter,Capital,935,937,Healing Institute Team,47,0.56,BD-0069,
RA-0212,Substrate Repair 76,GC-0200,ghost_contamination,severe,transformation,boundary_strengthening,"surgery, medication, resonance_retuning",established,collective_effort,moderate,935,4,4,resource_exhaustion,oscillating,partial_recovery,49.5,True,moderate,skilled_healer,,moll_ghosts,False,moderately_replicable,similar_ghost_contamination,False,Klutch CC,Densmok,935,938,S. Moll,8,0.65,GC-0200,
RA-0213,Federation Recovery 191,GC-0084,ghost_contamination,moderate,restoration,pattern_editing,navigation_recalibration,established,time,minimal,51,4,2,side_effects,gradual_throughout,stabilization,23.6,False,high,,,moll_ghosts,False,moderately_replicable,similar_ghost_contamination,False,Educational district,Densmok,918,919,M. Strand,5,0.69,GC-0084,
RA-0214,Ghost Clearance Case 130,BD-0023,boundary_dissolution,severe,restoration,relocation,"navigation_recalibration, boundary_reinforcement, trust_rebuilding",established,specialized_equipment,high,274,1,1,none,gradual_throughout,stabilization,20.5,False,high,,,tross_boundaries,False,moderately_replicable,specific_conditions_only,False,Scholar's Quarter,Capital,892,893,Field Healer,9,0.62,BD-0023,
RA-0215,Boundary Restoration Project 642,FC-0031,federation_cancer,severe,restoration,relocation,pattern_editing,novel,social_support,high,57,1,9,secondary_pathology,no_progress,no_improvement,17.7,False,high,,wrong_method,mord_federation,True,moderately_replicable,specific_conditions_only,False,Western districts,Capital,898,899,Moll Research Team,10,0.69,FC-0031,
RA-0216,Navigation Recalibration 834,FC-0061,federation_cancer,moderate,restoration,surgery,"substrate_repair, external_structure, horizon_expansion",modified,specialized_equipment,moderate,1546,1,9,resource_exhaustion,rapid_then_slow,stabilization,28.2,True,moderate,,,mord_federation,True,moderately_replicable,limited_applicability,False,Suburban zone,Densmok,914,919,M. Strand,3,0.83,FC-0061,
RA-0217,Integration Attempt 543,FC-0009,federation_cancer,moderate,reconstruction,trust_rebuilding,"horizon_expansion, surgery",established,specialized_equipment,moderate,1111,4,8,secondary_pathology,gradual_throughout,partial_recovery,45.8,True,moderate,skilled_healer,,mord_federation,True,moderately_replicable,similar_federation_cancer,False,Southern perimeter,Dens boundary,905,909,M. Strand,8,0.55,FC-0009,
RA-0218,Boundary Restoration Project 234,HS-0002,horizon_shrinkage,moderate,restoration,horizon_expansion,substrate_repair,established,specialized_equipment,moderate,252,4,0,none,linear_improvement,substantial_recovery,73.4,True,moderate,patient_cooperation,,strand_horizons,True,highly_replicable,similar_horizon_shrinkage,True,Capital outskirts,Capital,933,934,Healing Institute Team,7,0.82,HS-0002,
RA-0219,Annex 573 Reconstruction,NP-0038,navigation_pathology,severe,reconstruction,navigation_recalibration,"observation_cessation, social_reconnection",established,social_support,high,532,4,1,,stepwise,substantial_recovery,79.0,False,moderate,early_intervention,,voss_navigation,False,highly_replicable,limited_applicability,False,Sector SW-6,Dens boundary,914,916,Archive Recovery Team,16,0.62,NP-0038,
RA-0220,Boundary Restoration Project 763,FC-0124,federation_cancer,mild,integration,external_structure,,established,collective_effort,high,1739,1,2,,rapid_then_slow,death_dissolution,0.0,True,unknown,,late_intervention,mord_federation,True,case_specific,specific_conditions_only,False,Suburban zone,Densmok,930,935,Indigenous Consultant,5,0.53,FC-0124,
RA-0221,Navigation Recalibration 52,FC-0156,federation_cancer,catastrophic,isolation,trust_rebuilding,"boundary_reinforcement, relocation, surgery",novel,specialized_equipment,high,187,2,2,,plateau_then_breakthrough,substantial_recovery,80.0,False,moderate,early_intervention,,mord_federation,True,case_specific,specific_conditions_only,True,Dens deep,Dens,924,925,Specialist Team,15,0.76,FC-0156,
RA-0222,Navigation Recalibration 622,HS-0049,horizon_shrinkage,severe,transformation,relocation,ghost_clearance,modified,quiet_location,moderate,1132,2,8,side_effects,rapid_then_slow,stabilization,33.3,True,high,,,strand_horizons,True,moderately_replicable,similar_horizon_shrinkage,False,Healing Institute,Capital,904,908,Vorn Recovery Group,2,0.7,HS-0049,
RA-0223,Garrett Rehabilitation,NP-0094,navigation_pathology,mild,restoration,external_structure,"relocation, navigation_recalibration",established,social_support,moderate,12,5,6,resource_exhaustion,no_progress,no_improvement,20.0,True,high,,insufficient_resources,voss_navigation,True,moderately_replicable,limited_applicability,False,Healing Institute,Capital,935,936,K. Vorn,8,0.91,NP-0094,
RA-0224,Substrate Repair 804,NP-0111,navigation_pathology,severe,restoration,external_structure,,modified,specialized_equipment,extreme,974,2,1,none,stepwise,substantial_recovery,82.9,True,low,adequate_resources,,voss_navigation,True,moderately_replicable,similar_navigation_pathology,False,Recovery settlement,Northo,907,910,Strand Rehabilitation Center,31,0.78,NP-0111,
RA-0225,Ghost Clearance Case 441,GC-0018,ghost_contamination,moderate,adaptation,boundary_strengthening,"resonance_retuning, boundary_reinforcement, ghost_clearance",established,specialized_equipment,minimal,520,3,2,,plateau_then_breakthrough,substantial_recovery,89.5,False,low,skilled_healer,,moll_ghosts,False,highly_replicable,similar_ghost_contamination,False,Capital outskirts,Capital,916,918,Archive Recovery Team,2,0.55,GC-0018,
RA-0226,Annex 762 Reconstruction,HS-0148,horizon_shrinkage,severe,reconstruction,horizon_expansion,ghost_clearance,modified,social_support,moderate,998,5,3,,stepwise,substantial_recovery,88.5,False,moderate,patient_cooperation,,strand_horizons,True,moderately_replicable,limited_applicability,False,Quarry Sector 7,Yeller Quarry,920,923,Moll Research Team,4,0.7,HS-0148,
RA-0227,Substrate Repair 358,FC-0166,federation_cancer,severe,integration,external_structure,,modified,collective_effort,extreme,43,2,1,none,rapid_then_slow,death_dissolution,0.0,False,high,,irreversible_damage,mord_federation,False,moderately_replicable,similar_federation_cancer,False,Sector NE-4,Dens boundary,905,906,Healing Institute Team,43,0.84,FC-0166,
RA-0228,Integration Attempt 735,HS-0122,horizon_shrinkage,moderate,transformation,social_reconnection,navigation_recalibration,modified,collective_effort,high,261,4,8,resource_exhaustion,oscillating,stabilization,34.0,True,moderate,,,strand_horizons,True,case_specific,limited_applicability,False,Dens deep,Dens,918,919,M. Strand,19,0.63,HS-0122,
RA-0229,Garrett Rehabilitation,FC-0174,federation_cancer,severe,transformation,relocation,horizon_expansion,novel,social_support,extreme,427,5,2,none,stepwise,full_recovery,96.8,False,moderate,skilled_healer,,mord_federation,True,moderately_replicable,broadly_applicable,True,Capital proper,Capital,936,938,Moll Research Team,40,0.81,FC-0174,
RA-0230,Boundary Restoration Project 500,FC-0045,federation_cancer,catastrophic,integration,external_structure,,modified,specialized_equipment,extreme,810,3,9,relapse,oscillating,partial_recovery,52.0,False,moderate,skilled_healer,,mord_federation,False,moderately_replicable,specific_conditions_only,False,Recovery settlement,Northo,896,899,Strand Rehabilitation Center,26,0.74,FC-0045,
RA-0231,Isolation Protocol 871,NP-0157,navigation_pathology,severe,reconstruction,navigation_recalibration,,modified,time,moderate,795,5,2,,linear_improvement,substantial_recovery,76.4,False,low,matched_method,,voss_navigation,True,case_specific,limited_applicability,False,Tower base,Tower of Mirado,922,925,Vorn Recovery Group,6,0.83,NP-0157,
RA-0232,Isolation Protocol 259,GC-0158,ghost_contamination,catastrophic,reconstruction,ghost_clearance,"observation_cessation, external_structure, resonance_retuning",modified,specialized_equipment,extreme,1758,5,1,,rapid_then_slow,partial_recovery,50.2,True,moderate,adequate_resources,,moll_ghosts,False,moderately_replicable,similar_ghost_contamination,False,Dens interior,Dens,930,935,Indigenous Consultant,32,0.65,GC-0158,
RA-0233,Navigation Recalibration 843,GC-0107,ghost_contamination,mild,restoration,boundary_strengthening,"resonance_retuning, social_reconnection",experimental,social_support,moderate,649,3,10,resource_exhaustion,gradual_throughout,partial_recovery,64.0,True,moderate,matched_method,,moll_ghosts,True,case_specific,limited_applicability,False,Northern monastery,Northo,896,898,Indigenous Consultant,2,0.64,GC-0107,
RA-0234,Boundary Restoration Project 477,GC-0039,ghost_contamination,severe,adaptation,ghost_clearance,,established,specialized_equipment,moderate,105,5,9,resource_exhaustion,gradual_throughout,death_dissolution,0.0,True,very_high,,irreversible_damage,moll_ghosts,False,moderately_replicable,similar_ghost_contamination,False,Suburban zone,Densmok,928,929,Strand Rehabilitation Center,4,0.58,GC-0039,
